 
 University of Bristol ACRC HPC Bluepebble Service
 -------------------------------------------------
 Job cloverleaf, jobid 326755.bp1, username td8469 - started execution at 10 :21:36 Fri 08/21/20 on node bp1-02-11-01.data.bp.acrc.priv
 
[0] MPI startup(): libfabric version: 1.9.0a1-impi
[0] MPI startup(): libfabric provider: tcp;ofi_rxm
[0] MPI startup(): Rank    Pid      Node name                       Pin cpu
 Wall clock    1.55842900276184     
 Average time per cell   5.562512145502961E-009
 Step time per cell      6.271568256326848E-009
 Step      20 time   0.0265474 control    sound    timestep   1.45E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    1.64460587501526     
 Average time per cell   5.576598697290239E-009
 Step time per cell      5.834962293091748E-009
 Step      21 time   0.0280001 control    sound    timestep   1.45E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    1.72395586967468     
 Average time per cell   5.567297136174545E-009
 Step time per cell      5.378080661305123E-009
 Step      22 time   0.0294536 control    sound    timestep   1.45E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    1.80669403076172     
 Average time per cell   5.569285477953728E-009
 Step time per cell      5.601274703318874E-009
 Step      23 time   0.0309074 control    sound    timestep   1.45E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    1.88755702972412     
 Average time per cell   5.565571895652059E-009
 Step time per cell      5.474786222394970E-009
 Step      24 time   0.0323615 control    sound    timestep   1.45E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    1.96919488906860     
 Average time per cell   5.564357302824242E-009
 Step time per cell      5.527350973958770E-009
 Step      25 time   0.0338160 control    sound    timestep   1.45E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    2.05143904685974     
 Average time per cell   5.564884567219350E-009
 Step time per cell      5.568371206108067E-009
 Step      26 time   0.0352709 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    2.13274097442627     
 Average time per cell   5.562913616020710E-009
 Step time per cell      5.504552973434329E-009
 Step      27 time   0.0367262 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    2.21378707885742     
 Average time per cell   5.560446101328964E-009
 Step time per cell      5.486864312034515E-009
 Step      28 time   0.0381819 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    2.29456686973572     
 Average time per cell   5.557509818269561E-009
 Step time per cell      5.468545067641470E-009
 Step      29 time   0.0396377 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    2.37690091133118     
 Average time per cell   5.558410671029340E-009
 Step time per cell      5.574677036040359E-009
 Step      30 time   0.0410936 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    2.46332406997681     
 Average time per cell   5.568495166867419E-009
 Step time per cell      5.851777839577860E-009
 Step      31 time   0.0425495 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    2.54189586639404     
 Average time per cell   5.560753095935109E-009
 Step time per cell      5.324788313979904E-009
 Step      32 time   0.0440055 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    2.62444400787354     
 Average time per cell   5.561921878122828E-009
 Step time per cell      5.585801166792711E-009
 Step      33 time   0.0454617 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    2.70476102828979     
 Average time per cell   5.558434746820819E-009
 Step time per cell      5.438228577582373E-009
 Step      34 time   0.0469180 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    2.78473687171936     
 Average time per cell   5.554472224853836E-009
 Step time per cell      5.414686812501814E-009
 Step      35 time   0.0483746 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    2.86889195442200     
 Average time per cell   5.558833927063951E-009
 Step time per cell      5.699532468699747E-009
 Step      36 time   0.0498313 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    2.95023703575134     
 Average time per cell   5.557659828753705E-009
 Step time per cell      5.507350174917115E-009
 Step      37 time   0.0512884 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    3.03057694435120     
 Average time per cell   5.554706826610295E-009
 Step time per cell      5.439182536469565E-009
 Step      38 time   0.0527457 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    3.11278796195984     
 Average time per cell   5.555248527232100E-009
 Step time per cell      5.565929718108640E-009
 Step      39 time   0.0542032 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    3.19342994689941     
 Average time per cell   5.553034067875640E-009
 Step time per cell      5.459118660332428E-009
 Step      40 time   0.0556609 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    3.28206396102905     
 Average time per cell   5.564480185663949E-009
 Step time per cell      6.001985942324002E-009
 Step      41 time   0.0571186 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    3.36087489128113     
 Average time per cell   5.559119895014781E-009
 Step time per cell      5.339016853314307E-009
